,執行單位,標案名稱,詳細連結
6692,交通部臺灣鐵路管理局彰化電務段,鐵路行車安全改善六年計畫(水上站無障礙電梯新建工程—機電部分),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23212A2O272H2G3B&iprjno=2M1Q2320292N27282F2G3P&iuid=3T3F4C4C3N4E3Q4A
6693,交通部臺灣鐵路管理局彰化電務段,鐵路行車安全改善六年計畫(南靖站無障礙電梯新建工程-機電部分),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23212A2O272H2G3B&iprjno=2M1Q23202A2N27282A2L3P&iuid=3T3F4C4C3N4E3Q4A
6694,交通部臺灣鐵路管理局嘉義工務段,鐵路行車安全改善六年計畫（南靖站無障礙電梯新建工程）,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23212A2M272C2B3B&iprjno=2M1Q23202A3927282A2F3C&iuid=3T3F4C4C3N4E3Q4A
6695,交通部臺灣鐵路管理局嘉義工務段,鐵路行車安全改善六年計畫(水上站無障礙電梯新建工程),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23212A2M272C2B3B&iprjno=2M1Q2320293927282E2J3C&iuid=3T3F4C4C3N4E3Q4A
6696,台灣自來水股份有限公司南區工程處,水上淨水場增設機電設備工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242629282A39&iprjno=2T311P202921262D2A2D2B2G2K&iuid=3T3F4C4C3N4E3Q4A
6697,台灣自來水股份有限公司南區工程處,水上淨水場擴建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242629282A39&iprjno=2T311P202921262D2A2D2B2G2J&iuid=3T3F4C4C3N4E3Q4A
6698,台灣自來水股份有限公司第五區管理處,水上場增設廢水抽水機工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242B282A39&iprjno=33301P202A21262D2A2D2B2G2N&iuid=3T3F4C4C3N4E3Q4A
6699,台灣自來水股份有限公司第五區管理處,水上場曬乾床鋼構屋頂及公園場污泥暫存場工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242B282A39&iprjno=33301P202A21262D2A2D2B2G2O&iuid=3T3F4C4C3N4E3Q4A
6700,台灣自來水股份有限公司第五區管理處,馬稠後產業園區自來水專管工程-機電,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242B282A39&iprjno=332T1P202A21262D2A2D2B2G2L&iuid=3T3F4C4C3N4E3Q4A
6701,經濟部水利署第五河川局,赤蘭溪忠和護岸防災減災工程併辦土石標售,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=1P1Q261R2K2126292A2D2E2D2I2K2N2L2Q2S34&iuid=3T3F4C4C3N4E3Q4A
6702,經濟部水利署第五河川局,八掌溪內溪洲、外溪洲、南靖、三角子及過路子堤防設施維修改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=1P1Q261R2K2126292A2F2E2D2I2K2N2L2Q3035&iuid=3T3F4C4C3N4E3Q4A
6703,國防部憲兵指揮部,仁愛營區整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q2324272426282A31&iprjno=1P1Q261R232427292A2K2E2J2N2O2N2O2R323232&iuid=3T3F4C4C3N4E3Q4A
6704,空軍第四戰術戰鬥機聯隊,1081404懷民樓整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q232424252A282A31&iprjno=1P1Q261R28272A292A2K2E2O2N2M312O2Q323232&iuid=3T3F4C4C3N4E3Q4A
6705,空軍第四戰術戰鬥機聯隊,嘉義基地塔台新建工程(主體工程),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q232424252A282A31&iprjno=1P1Q251R28272A292A2J2E2M2M2T2T2O2Q2T3232&iuid=3T3F4C4C3N4E3Q4A
6706,嘉義縣政府水利處水利工程科,荷苞嶼排水幹線馬稠後工業區下游治理工程(二工區),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q26362O262C2C2R2G&iuid=3T3F4C4C3N4E3Q4A
6707,嘉義縣政府建設處道路工程科,嘉義縣鹿草鄉松竹社區慈德寺廟埕及特色道路品質改善計畫,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M27372F47&iprjno=1P1Q263B3727272H2R2E&iuid=3T3F4C4C3N4E3Q4A
6708,嘉義縣鹿草鄉後塘國民小學,後塘國小辦理107年度改善圖書館空間環境-學校共讀站計畫工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B312G3N&iprjno=1P1Q262M37272B2D2R2E&iuid=3T3F4C4C3N4E3Q4A
6709,嘉義縣立鹿草國民中學,嘉義縣立鹿草國民中學圖書館音樂理化教室校舍耐震能力補強工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B2E2D3M&iprjno=2M312O2O23242E282F2F2F&iuid=3T3F4C4C3N4E3Q4A
6710,嘉義縣立鹿草國民中學,嘉義縣立鹿草國民中學107年行政大樓外牆暨造型翼版改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B2E2D3M&iprjno=1P1Q262M2O262E2C2R2E&iuid=3T3F4C4C3N4E3Q4A
6711,嘉義縣鹿草鄉公所,鹿草鄉下潭社區活動中心修繕工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222A27282A2T&iprjno=1P1Q2620232428&iuid=3T3F4C4C3N4E3Q4A
6712,嘉義縣鹿草鄉公所,107年8月豪雨-鹿草鄉下潭村排水復建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222A27282A2T&iprjno=1P1Q2620242427&iuid=3T3F4C4C3N4E3Q4A
6713,嘉義縣鹿草鄉公所,鹿草鄉都市計畫編號3-3號計畫道路新闢工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222A27282A2T&iprjno=1P1Q252122252E&iuid=3T3F4C4C3N4E3Q4A
6714,嘉義縣鹿草鄉公所,108年度鹿草鄉路燈及照明設備委託維修開口契約,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222A27282A2T&iprjno=1P1Q2620232427&iuid=3T3F4C4C3N4E3Q4A
6715,嘉義縣鹿草鄉公所,鹿草鄉後寮村村里道路旁擋土牆改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222A27282A2T&iprjno=1P1Q262023242C&iuid=3T3F4C4C3N4E3Q4A
6716,嘉義縣鹿草鄉公所,後堀村12條村里道路改建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222A27282A2T&iprjno=1P1Q2620292429&iuid=3T3F4C4C3N4E3Q4A
6717,行政院農業委員會水土保持局南投分局,鹿草鄉碧潭施家村道路排水環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242F282A35&iprjno=1P1Q2534312126292B292E2G2N&iuid=3T3F4C4C3N4E3Q4A
6718,台灣自來水股份有限公司南區工程處,馬稠後產業園區自來水專管工程-鹿草外環,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242629282A39&iprjno=332T1P202A21262D2A2D2B2G2O&iuid=3T3F4C4C3N4E3Q4A
6719,台灣自來水股份有限公司南區工程處,馬稠後產業園區自來水專管工程(167縣道),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242629282A39&iprjno=332T1P202A21262D2A2D2B2G2M&iuid=3T3F4C4C3N4E3Q4A
6720,台灣自來水股份有限公司南區工程處,馬稠後產業園區自來水專管工程-163線送水管,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242629282A39&iprjno=332T1P202A21262D2A2D2B2G2N&iuid=3T3F4C4C3N4E3Q4A
6721,台灣自來水股份有限公司南區工程處,馬稠後產業園區自來水專管工程-麻豆店橋水管橋、銜接高速公路段,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2125242629282A39&iprjno=332T1P202A21262D2A2D2B2G2J&iuid=3T3F4C4C3N4E3Q4A
6722,法務部矯正署嘉義監獄,108年度RC儲水櫃新建工程採購案,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R1T29262526282A34&iprjno=1P1Q261R2229232B2B292E2H&iuid=3T3F4C4C3N4E3Q4A
6723,嘉義縣政府地政處,嘉義縣義竹(十一)早期農地重劃區農水路更新改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222N2B282A47&iprjno=1P1Q252Q2J2A272G2R2E&iuid=3T3F4C4C3N4E3Q4A
6724,嘉義縣政府水利處水利工程科,義竹鄉後鎮排水護岸改善應急工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q26362Q242E2E2R2E&iuid=3T3F4C4C3N4E3Q4A
6725,嘉義縣政府農業處,義竹鄉西新店二中排1小排改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M29282A47&iprjno=1P1Q262N2J242C2G2R2E&iuid=3T3F4C4C3N4E3Q4A
6726,嘉義縣義竹鄉南興國民小學,嘉義縣南興國小分校教室(北棟)結構補強及修繕工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B302I3N&iprjno=3Q433L4723242E282H2C2F&iuid=3T3F4C4C3N4E3Q4A
6727,嘉義縣義竹鄉南興國民小學,南興國小辦理108年度改善圖書館空間環境-學校共讀站計畫工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B302I3N&iprjno=1P1Q262M2O262E282R2E&iuid=3T3F4C4C3N4E3Q4A
6728,嘉義縣義竹鄉光榮國民小學,嘉義縣義竹鄉光榮國民小學辦理「校園社區文化改造計畫-擴建教室提供各類服務」工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B302E3N&iprjno=1P1Q262M2O26272H2R2E&iuid=3T3F4C4C3N4E3Q4A
6729,嘉義縣義竹鄉公所,義竹鄉後鎮村活動中心新建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222A26282A2T&iprjno=1P1Q264D4G24272B&iuid=3T3F4C4C3N4E3Q4A
6730,嘉義縣義竹鄉公所,107年度義竹鄉平溪等村社區活動中心修繕工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222A26282A2T&iprjno=1P1Q264D4G24262F&iuid=3T3F4C4C3N4E3Q4A
6731,嘉義縣義竹鄉公所,義竹鄉老人文康中心耐震補強工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222A26282A2T&iprjno=1P1Q264D4G24262H&iuid=3T3F4C4C3N4E3Q4A
6732,嘉義縣義竹鄉公所,嘉義縣義竹鄉公所鄉長室暨鄉民代表會室內修繕工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222A26282A2T&iprjno=1P1Q264D4G24272G&iuid=3T3F4C4C3N4E3Q4A
6733,嘉義縣義竹鄉衛生所,嘉義縣義竹鄉衛生所修繕工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R2324252224292D2A37&iprjno=1P1Q2520222727292A2L&iuid=3T3F4C4C3N4E3Q4A
6734,行政院農業委員會水土保持局南投分局,東過村15鄰農路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242F282A35&iprjno=1P1Q262M3627292D2B292E2G2K&iuid=3T3F4C4C3N4E3Q4A
6735,台灣自來水股份有限公司第五區管理處,義竹所108年流量計汰換工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242B282A39&iprjno=33301P202A21262D2A2D2B2I2L&iuid=3T3F4C4C3N4E3Q4A
6736,經濟部水利署第五河川局,溪墘排水新庄農場滯洪池治理工程(第一標),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=2C1N22281T242B252C292E2K2M2H2M2O2N2S3032&iuid=3T3F4C4C3N4E3Q4A
6737,經濟部水利署第五河川局,溪墘排水新庄農場滯洪池治理工程(第二標),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=2C1N22281T242B252C292E2K2M2H2M2O2N2S3033&iuid=3T3F4C4C3N4E3Q4A
6738,經濟部水利署第五河川局,溪墘排水溪墘農場滯洪池治理工程(第一標),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=2C1N22281T242B252C292E2K2L2H2M2O2N2S3032&iuid=3T3F4C4C3N4E3Q4A
6739,經濟部水利署第五河川局,八掌溪斷面37-38疏濬工程併辦土石標售,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=45423H2027212A252D292F&iuid=3T3F4C4C3N4E3Q4A
6740,經濟部水利署第五河川局,八掌溪斷面37-38疏濬工程地磅監控設施(開口合約),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=1P1Q251R2R2126292A2E2E2D2I2O2P2L2Q2S33&iuid=3T3F4C4C3N4E3Q4A
6741,經濟部水利署第五河川局,溪墘排水溪墘農場滯洪池治理工程(第二標),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=2C1N22281T242B252C292E2K2L2H2M2O2N2S3033&iuid=3T3F4C4C3N4E3Q4A
6742,嘉義縣政府水利處防洪維護科,塭港排水系統水門抽水站治理工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372F47&iprjno=1P1Q25362N2A2D2H2R2E&iuid=3T3F4C4C3N4E3Q4A
6743,嘉義縣政府水利處水土保持科,栗子崙排水西崙抽水站前池擴建治理工程(第一次變更設計或新增單價),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372C47&iprjno=1P1Q25362N2B262F2R2E2B2H&iuid=3T3F4C4C3N4E3Q4A
6744,嘉義縣政府水利處水土保持科,栗子崙排水西崙抽水站前池擴建治理工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372C47&iprjno=1P1Q25362N2B262F2R2E&iuid=3T3F4C4C3N4E3Q4A
6745,嘉義縣政府水利處水利工程科,塭仔中排擋土牆復建工程等2件,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q25362N2C2B2H2R2E&iuid=3T3F4C4C3N4E3Q4A
6746,嘉義縣政府水利處水利工程科,港墘排水排水路改善治理工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q25362N2A2F2F2R2G&iuid=3T3F4C4C3N4E3Q4A
6747,嘉義縣政府水利處水利工程科,東石海埔地排水系統抽水站治理工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q25362L2A2B2B2R2E&iuid=3T3F4C4C3N4E3Q4A
6748,嘉義縣政府水利處水利工程科,中三塊排水支流抽水站滯洪池緊急改善工程(等2件),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q24362N2A2E2C2R2G&iuid=3T3F4C4C3N4E3Q4A
6749,嘉義縣政府水利處水利工程科,東石附帶排水排水路改善治理工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q25362N2A2B2H2R2G&iuid=3T3F4C4C3N4E3Q4A
6750,嘉義縣政府水利處水利工程科,荷苞嶼排水右岸(洲仔六號橋上游)護岸改善應急工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q26362J252A2G2R2E&iuid=3T3F4C4C3N4E3Q4A
6751,嘉義縣政府水利處水利工程科,塭港排水護岸改善應急工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q26362N25272C2R2E&iuid=3T3F4C4C3N4E3Q4A
6752,嘉義縣政府農業處,東石鄉東崙村魚塭排水溝改善工程等8案,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M29282A47&iprjno=1P1Q262N2J272B2F2R2E&iuid=3T3F4C4C3N4E3Q4A
6753,嘉義縣政府農業處,布袋鎮過溝團結橋魚塭產業道路改善工程等7案,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M29282A47&iprjno=1P1Q262N37262B2D2R2E&iuid=3T3F4C4C3N4E3Q4A
6754,嘉義縣政府建設處公共工程科,嘉義縣下楫國民小學老舊校舍整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M27372E47&iprjno=1P1Q253B2J2829282R2G&iuid=3T3F4C4C3N4E3Q4A
6755,嘉義縣東石鄉港墘國民小學,嘉義縣東石鄉港墘國民小學前棟教室左側、視聽教室耐震能力補強工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B302A3N&iprjno=3N3H424723242E282A2K&iuid=3T3F4C4C3N4E3Q4A
6756,嘉義縣東石鄉東石國民小學,嘉義縣東石國民小學型厝分校雨水貯留系統建設工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B2T2G3N&iprjno=1P1Q262M2O27272E2R2E&iuid=3T3F4C4C3N4E3Q4A
6757,嘉義縣東石鄉東石國民小學,東石國小辦理107年度改善圖書館空間環境-學校共讀站計畫工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B2T2G3N&iprjno=1P1Q262M2O27272A2R2E&iuid=3T3F4C4C3N4E3Q4A
6758,嘉義縣東石鄉公所,塭仔社區滯洪池綠美化工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292F282A2T&iprjno=1P1Q26202728&iuid=3T3F4C4C3N4E3Q4A
6759,嘉義縣東石鄉公所,108年度港口宮農地重劃區下揖子寮段下揖小段183地號東路10改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292F282A2T&iprjno=1P1Q26202624&iuid=3T3F4C4C3N4E3Q4A
6760,嘉義縣東石鄉公所,四股社區基礎設施改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292F282A2T&iprjno=1P1Q26202626&iuid=3T3F4C4C3N4E3Q4A
6761,嘉義縣東石鄉公所,東石鄉東石村道路及排水改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292F282A2T&iprjno=1P1Q26202526&iuid=3T3F4C4C3N4E3Q4A
6762,嘉義縣東石鄉公所,東石村道路及排水系統改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292F282A2T&iprjno=1P1Q26202527&iuid=3T3F4C4C3N4E3Q4A
6763,行政院農業委員會水土保持局南投分局,東石鄉塭仔社區新生活共創基地環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242F282A35&iprjno=1P1Q2534312126292H292E2G2O&iuid=3T3F4C4C3N4E3Q4A
6764,行政院農業委員會水土保持局南投分局,東石鄉蔦松有機環境教育場域與聚落友善環境景觀工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242F282A35&iprjno=1P1Q25342J212629272C2I2G&iuid=3T3F4C4C3N4E3Q4A
6765,行政院農業委員會水土保持局南投分局,網寮國小旁農路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242F282A35&iprjno=1P1Q262M3627292A2F292E2I2J&iuid=3T3F4C4C3N4E3Q4A
6766,行政院農業委員會水土保持局南投分局,掌潭村白水湖農路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242F282A35&iprjno=1P1Q262M3627292A2F292E2I2I&iuid=3T3F4C4C3N4E3Q4A
6767,行政院農業委員會林務局嘉義林區管理處育樂課,鰲鼓濕地森林園區路面維護及景觀改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232026242B372D35&iprjno=1P1Q262J3633272A&iuid=3T3F4C4C3N4E3Q4A
6768,行政院農業委員會林務局嘉義林區管理處育樂課,鰲鼓濕地森林園區6、7、8號賞鳥亭改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232026242B372D35&iprjno=1P1Q262J36332729&iuid=3T3F4C4C3N4E3Q4A
6769,經濟部水利署第五河川局,嘉義縣東石鄉網寮海堤等養護工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=1O241P2I1T2427282J2C2B2G2I2O2J2O2Q312R32&iuid=3T3F4C4C3N4E3Q4A
6770,經濟部水利署第五河川局,朴子溪斷面70-72疏濬工程地磅監控設施(開口合約),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=1P1Q251R2R2126292A2E2E2D2I2O2M2L2Q2S33&iuid=3T3F4C4C3N4E3Q4A
6771,經濟部水利署第五河川局,下雙溪、朴子、蒜頭、東石堤段設施維修改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=1P1Q261R2K2126292A2F2E2D2I2K2N2L2Q3033&iuid=3T3F4C4C3N4E3Q4A
6772,經濟部水利署第五河川局,北港溪東石堤段環境改善工程(二期),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=1P1Q261R2K2126292A2E2E2D2I2K2N2L2Q2T35&iuid=3T3F4C4C3N4E3Q4A
6773,經濟部水利署第五河川局,北港溪東石堤防設施維修改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=221N2G1R2225262B2A292E2G2J2H2M2Q302P3032&iuid=3T3F4C4C3N4E3Q4A
6774,經濟部水利署第五河川局,東石海埔地北岸治理工程(三期),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=1P1Q261R2K2126292A2K2E2D2I2K2O2L2Q2S36&iuid=3T3F4C4C3N4E3Q4A
6775,嘉義縣政府地政處,嘉義縣六嘉(四)早期農地重劃區農水路更新改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222N2B282A47&iprjno=1P1Q252Q2S282C2C2R2E&iuid=3T3F4C4C3N4E3Q4A
6776,嘉義縣政府水利處水利工程科,新埤排水滯洪池工程(二工區)及蔗埕排水抽水站工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q25362J28292G2R2G&iuid=3T3F4C4C3N4E3Q4A
6777,嘉義縣政府水利處水利工程科,新埤排水滯洪池工程(一工區),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q25362L242F2F2R2G&iuid=3T3F4C4C3N4E3Q4A
6778,嘉義縣政府水利處水利工程科,新埤排水出口閘門攔汙設施改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q25362L2828292R2E&iuid=3T3F4C4C3N4E3Q4A
6779,嘉義縣政府水利處水利工程科,六腳排水(六家佃橋下游段)治理工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q26362Q26292H2R2G&iuid=3T3F4C4C3N4E3Q4A
6780,嘉義縣政府建設處建設管理科,蒜頭糖廠東側倉庫修繕工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M27372D47&iprjno=1P1Q253B2N272A2F2R2E&iuid=3T3F4C4C3N4E3Q4A
6781,嘉義縣六腳鄉北美國民小學,北美國小辦理107年度改善圖書館空間環境-學校共讀站計畫,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B2T2B3N&iprjno=1P1Q262M2Q272B2C2R2E&iuid=3T3F4C4C3N4E3Q4A
6782,嘉義縣六腳鄉六美國民小學,嘉義縣六美國民小學北棟教室A及西段結構耐震補強工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B2T2A3N&iprjno=1P1Q262023242E&iuid=3T3F4C4C3N4E3Q4A
6783,嘉義縣六腳鄉公所,新故宮公共帶動觀光產業：建置人文觀光交通設施計畫案-嘉義縣六腳鄉故宮南院意象工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292E282A2T&iprjno=1P1Q262026252B&iuid=3T3F4C4C3N4E3Q4A
6784,嘉義縣六腳鄉公所,嘉義縣六腳鄉形塑城鎮人文地景街道工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292E282A2T&iprjno=1P1Q25202A2526&iuid=3T3F4C4C3N4E3Q4A
6785,臺灣糖業股份有限公司雲嘉區處,糖業文化空間展示規劃建置案,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123222B26282A39&iprjno=1P1Q26272324262P2A2D&iuid=3T3F4C4C3N4E3Q4A
6786,經濟部水利署第五河川局,北港溪崩山堤段環境改善工程(一期),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=1P1Q261R2K2126292A2E2E2D2I2K2N2L2Q2T34&iuid=3T3F4C4C3N4E3Q4A
6787,經濟部水利署第五河川局,北港溪魚寮堤段環境改善工程(四期),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=1P1Q261R2K2126292A2E2E2D2I2K2N2L2Q2T33&iuid=3T3F4C4C3N4E3Q4A
6788,嘉義縣政府水利處防洪維護科,中洋子排水疏浚清淤工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372F47&iprjno=1P1Q26362J252D2A2R2E&iuid=3T3F4C4C3N4E3Q4A
